,title,category,description,current_funding_amount,percentage,target_funding_amount,supporter
38,"내 손으로 하이드를 깨우다, 지킬 투 하이드 잉크",디자인 문구,지킬 잉크에 약물을 주사하면 하이드 잉크로 변신하는 만년필/드로잉 잉크 <지킬 투 하이드>,34047000,3404,500000,703
39,목격자의 진술로 사건을 해결하는 추리 게임 [미제 사건],보드게임 · TRPG,목격자 진술을 바탕으로 연쇄 살인마의 사건을 추리하세요.,15207000,304,500000,327
40,[CachiBag]물과 햇빛 그리고 선인장으로 빚은 가치백,잡화,"물과 햇빛 그리고 선인장으로 진짜 환경을 생각하는 패션, 가치백을 소개합니다.",32778000,409,500000,193
41,시간을 담은 포스터 만화책 <MEMO> 출간,웹툰 · 만화,작가의 메모를 이미지화 시킨 포스터만화책 출간 프로젝트입니다.,3684000,184,500000,111
42,"식물이 있는 우리, 타이페이식물원",출판,대만 그림여행에서 만난 타이페이식물원. 그곳을 산책하며 남긴 드로잉을 모아 독립출판합니다.,3842500,109,500000,85
43,길몽 팔아서 1억을 번다고요? 한국형 판타지 소설 <옥토>,출판,조선시대부터 길몽과 흉몽을 거래해온 평창동 꿈집! 그 신비롭고 애틋한 이야기를 풀어봅니다.,4040000,808,500000,183
44,"우주만큼 복잡한 내 감정 찾기, 코스믹 마인드 오로라 카드",디자인,"공감과 마음챙김 명상의 기초를 위한 시각적 자료, 감정카드입니다.",15203000,337,500000,546
45,"영롱한 펄과 함께 동화 속으로 초대할게요, 밀크웨이 입욕제",향수 · 뷰티,"저희가 만든 동화같은 작고 아름다운 공간, 한 번 만나보시겠어요?",18002500,3600,500000,446
46,혹시 나도 탈모인가? 걱정한적 있다면! 헤막안티헤어로스샴푸,향수 · 뷰티,"두피는 건강하게, 모발은 부드럽게, 향기로운 꽃향을 담은 탈모증상완화에 도움을 주는 샴푸!",7307900,146,500000,167
47,"스케치업 해안마을과 소방차, 이삿짐차",웹툰 리소스,"만화에 적합한 배경, 자연과 가까운 마을, 탁트인 전망, 다양한 구조로 만들었습니다.",13925000,1392,500000,262
48,지구 멸망을 앞둔 두 여자의 사랑 소설 <멸망의 감정>,출판,"보이지 않는 것들까지 미움받는 예언가와 사랑에 빠진 여자, 그 두 사람 앞의 지구 멸망.",3850000,192,500000,174
49,66100 2020 브라렛,의류,"더 좋은 원단, 편안한 디자인으로 다시 돌아온 66100 브라렛",11615200,116,500000,171
50,30종의 비인간 존재가 되어보는 <상괭이와 춤을> 키트,보드게임 · TRPG,지구 위 모든 존재의 평화로운 삶을 꿈꾸며 사람이 아닌 존재들의 이야기를 담았습니다.,6392000,127,500000,136
51,맥베스의 향기를 찾았다 <넵튠과 아포리아>,향수 · 뷰티,맥베스와 레이디 맥베스를 향기로 가득 담았습니다.,5728000,636,500000,131
52,[RE:PLA] 쓰레기도 줄여주고 플라스틱 업사이클까지??,홈 · 리빙,버려지는 플라스틱이 쓰레기를 줄이는 제품으로 돌아오다,5451200,545,500000,231
53,웹툰&일러스트에 활용하기 좋은 <헤일로(후광)>소재,웹툰 리소스,웹툰&일러스트에서 심심한 뒷배경을 채울 수 있는 소재입니다!,11918000,1191,500000,316
54,나의 졸업을 막으려는 누군가가 있다? [공포의 조별과제],보드게임 · TRPG,[100%달성]이번 학긴 A+!우리 조에 빌런이 있다구?! 빌런 피해 조별과제하는 보드게임,7687700,109,500000,169
55,대체 불가한 독보적인 컬러의 아티스트 프롬 LP 발매,음악,대체불가한 독보적인 컬러의 싱어송라이터 프롬 (Fromm)의 첫 LP 발매,28807000,960,500000,529
56,내년의 우린 좀 더 평안하고 행복하길 <차와향 리추얼키트>,푸드,티소믈리에가 엄선한 차와 향기작가가 만든 천연향으로 오감을 힐링하는 차와 향 리추어 키트,3793000,379,500000,38
57,"사랑을 다룬 단편선, <기묘한 사랑에 관한 보고서>",웹툰 · 만화,인외적 존재와의 기묘한 사랑을 다룬 단편집.,3072000,438,500000,136
58,"강원의 겨울산 모습을 닮은 세미 커스터마이징 가방, 산산백",잡화,"겉가방 따로, 속가방 따로! 맘대로 새로운 룩을 연출할 수 있는 캔버스백을 소개합니다",8523500,852,500000,102
59,"서사의 주인공을 맡아보세요, 짙은 여운을 머금은 북퍼품",향수 · 뷰티,"""높은 파도, 오후의 볕, 한낮의 잠, 짙은 새벽-"" 작가가 직접 조향한 프리미엄 북퍼퓸 ",6369000,212,500000,124
60,녹차 없는 녹차는 그만! 설탕 없이 달달한 달콤 아몬드녹차,푸드,"화학첨가물과 설탕은 빼고, 건강한 달콤함과 아몬드의 고소함을 담아낸 녹차 파우더입니다.",3300000,660,500000,93
61,따듯한 햇살의 포근함을 드려요 [ 안전한 섬유 탈취제 ],향수 · 뷰티,좋은원료로 만든 안전한 섬유 탈취제! 고민할 필요없이 선택은 필수입니다.,5369000,1073,500000,94
62,폐플라스틱의 재탄생! 따뜻한 플라삭스,잡화,"[일상의 가치있는 제품]
폐플라스틱 담은 따뜻한 양말 플라삭스.",1177800,235,500000,52
63,윌리엄 모리스가 말하는 『아름다움을 만드는 일』,출판,"영국 빅토리아 시대의 대표 예술가, 윌리엄 모리스가 말하는 『아름다움을 만드는 일』",3278000,163,500000,103
64,서울대생이 만든 공부습관 형성 플래너 & 뉴스레터,출판,꾸준히 공부하는 데에 어려움을 겪는 학생들을 위한 공부습관 형성 프로젝트,1533590,306,500000,85
65,인생의 향기가 궁금할 때 <6가지 여정의 향>,향수 · 뷰티,여섯 가지 향기가 전하는 여정과 함께 해보세요. 피우미 섬유향수&룸스프레이,3018900,603,500000,122
66,극단 '공백' 2021 창작뮤지컬 [레테의 정원],공연,극단 공백 2021 창작뮤지컬 [레테의 정원],5057000,101,500000,69
67,"믿을 수 있는 건 무엇인가요?, 단편영화 <침묵>",영화 · 비디오,안녕하세요. 서울예술대학교 젊은창작 지원 사업 당선작 단편영화 <침묵>입니다.,1238332,103,500000,39
68,지구돌봄을 위한 유쾌한 탐험! 생태놀이판 <토킹어스>,보드게임 · TRPG,"보드게임을 통해 기르는 생태감수성, 생태놀이판 <토킹어스>",1798000,359,500000,29
69,할머니 할아버지를 위한 놀이책 <월간 실버>,출판,'월간 실버'는 할머니 할아버지를 위해 만들어진 책입니다.,1739000,289,500000,129
70,"달빛을 머금은 도자기, 월백 균요",홈 · 리빙,"동양의 오래된 청자, '월백 균요'를 현대적으로 재해석한 테이블웨어로 선보입니다.",2587000,258,500000,33
71,연필스케치 컬러링 북 '널 위해 핀 꽃',출판,부드러운 연필 스케치로 이뤄진 감성 힐링취미 보테니컬 컬러링&엽서북 같이 색칠해요!,2362000,118,500000,74
72,[시간 탐험집] 나와 당신의 서른 즈음에,출판,서른은 우리의 삶을 어떻게 바꿨을까? 서른에 대한 30개의 물음과 30인의 답장.,2542000,195,500000,87
73,"크레용으로 그린, 따스한 공간이 담긴 2021년 패브릭달력",디자인 문구,마음이 따스해지는 크레용 그림이 담아서 2021년 패브릭/종이 달력을 만들었습니다.,575000,191,500000,20
74,2022 나만의 색으로 채우는 ColorFill Diary,디자인 문구,"당신의 일상을 다채로운 색으로 채워나가며 기록하고
자신만의 컬러 시스템을 구축해보세요.",2545000,127,500000,47
75,Band 'WILLY' 첫 EP앨범 제작,음악,"2020년 4월 'dreamers' 발매 후, WILLY 첫번째 EP앨범 발매 프로젝트.",3694000,147,500000,76
76,"색다른 그림책, 색 상상책 1편",출판,색 상상책은 평범한 하나의 색으로부터 특별한 이야기가 시작됩니다.,3775000,188,500000,78
77,"미세먼지 거두고 예쁜 도시로, 보드게임 '더스트 플래닛'",보드게임 · TRPG,"미세먼지가 점령한 마을! 미세먼지를 거두고 자연과 동물, 사람이 더불어 살도록 도와주세요!",4122000,103,500000,83
78,[스케치업] 화려하고 실용적인 로판 호텔공간9종+기차,웹툰 리소스,로판풍 호텔의 아름다운 9가지 공간과 증기기관차를 담은 웹툰배경입니다.,5346000,534,500000,92
79,"우리들의 여행을 지키기 위해, TMT travel set",잡화,"'Too Much Trash!'
여행과 지구를 생각하는 [TMT travel set]",3350100,670,500000,66
80,[보람줄] 웹툰배경#4 회사로비 & 사무실,웹툰 리소스,세련된 회사 로비와 빈티지 감성이 묻어 난 사무실 입니다.,1500000,150,500000,25
81,당신이 찾아 헤매던 <하이틴 디지털 스티커>,디자인,"창작자를 위한 개인적, 상업적 이용 가능한 디지털 스티커",416000,138,500000,24
82,"나는 향으로 행복해질래요 , 천연 블렌딩 오일",홈 · 리빙,"힘든 시기 , 너무나 고생하고 있는 내 자신에게 행복의 향을 선물해보는건 어떨까요?",1132200,113,500000,26
83,돈패닉서울의 아트워크가 영원히 기억되길 바라며 - 패닉버튼,예술,"문화예술 정기구독 서비스 패닉버튼과 
돈패닉서울의 아트웍크를 담은 대체 불가능 토큰-NFT",20389000,101,500000,25
84,"진리의 세상: 어디에나 있지만, 어디에도 없는 아트 오브제",예술,"평범한 일상에 반짝반짝 예술 한 스푼, 어디에도 없는 진리작가의 아트 오브제를 소개합니다.",1328800,132,500000,44
85,"가르쳐줄게, 네가 원하는 그 향수. ""멜팅포션 프로젝트""",향수 · 뷰티," '진짜 페로몬 향수' 란 뭘까 ? 
사랑의 묘약을 담은 핑크빛 상자를 열어 봐!",4874000,974,500000,66
86,비밀토끼×밀크크림치즈가 만든 그림책 '한낮의 꿈',출판,비밀토끼×밀크크림치즈의 그림책! 어느 고양이의 이야기 '한낮의 꿈',1591600,159,500000,61
87,당신이 입은 옷은 누구인가요? 단편영화 <허물>,영화 · 비디오,개화필름 (Film Blooming) 의 두번째 단편영화 <허물>입니다.,1179000,147,500000,46
88,가산디지털단지역,웹툰 리소스,웹툰 및 그림 작업에 활용 가능한 배경인 주거공간들로 구성되어 있습니다.,6722000,672,500000,73
89,"액션, 판타지 서양 무기 3d 소재 (웹툰, 일러스트)",웹툰 리소스,"액션, 판타지 장르에 어울리는 무기 3d 소재 프로젝트 입니다.",2485000,248,500000,77
90,당신의 내일을 응원합니다. <어쩌면 이건 너의 내일>,출판,"사랑과 이별, 새로운 만남, 입사와 퇴사, 꿈과 현실을 통해 성장해나가는 소설같은 이야기!",2674000,106,500000,71
91,"창작곡 ""독도의 사계"" 서울 예술의전당 콘서트홀 실황 음반",음악,"""독도의 사계"" 음반을 발매하여 많은 국민들이 쉽게 듣고 나아가 국민의 정체성을 함양한다.",10075000,100,500000,91
92,코넛(Conut)의 EP <코코넛 블루스>,음악,싱어송라이터 '코넛(Conut)'의 새 EP앨범<코코넛 블루스>를 위한 프로젝트 입니다.,5371000,107,500000,62
93,[스케치업 배경] 클래식한 디자인의 호텔 세트!,웹툰 리소스,클래식한 디자인의 웹툰용 스케치업 호텔 프로젝트입니다.,2635000,263,500000,64
94,Ep.01 앙리마티스의 선과 색 [석고판 & 아로마오일],홈 · 리빙,"앙리 마티스 라인아트 석고판,
그리고 그의 예술성을 담은 아로마 오일 [살롱도톤느]",1266000,126,500000,18
95,여러분 잘 먹고 있나요? 메모지 3종 세트,디자인 문구,건강한 식습관을 위한 메모지 3종 세트를 준비해 보았습니다.,545100,109,500000,21
96,송용창 4집 [향연],음악,정통 소울 Funk 싱어송라이터 '송용창' 정규 4집 [향연],3138500,104,500000,23
97,"봄을 기다리며 촛불로 꽃을 피웁니다, 캔들 홀더 '목련'",예술,봄에 가장 화려하게 피는 목련 꽃을 모티브로 한 캔들 홀더 '목련'입니다.,718000,102,500000,13
98,ROHCHUI의 첫번째 프로젝트 드로잉 작품을 입는다.,의류,작가의 자유로운 관점으로 관찰되는 일상생활 속의 시점을 드로잉으로 표현합니다.,1526000,305,500000,26
99,단편영화 doubter 후반작업,영화 · 비디오,"""모든것에 위화감이 느껴져"" 단편영화 Doubter 후반작업 후원 모집",4005000,100,500000,27
100,닳도록 사랑했던 곰돌이,주얼리,"언제나 내 곁에 있어주던 곰돌이들을 기억하며, 하나뿐인 나의 테디베어 다이아 목걸이 ",1488000,297,500000,10
101,"팥죽 하면 동지, 절기 놀이 프로젝트 24절기 패키지",보드게임 · TRPG,"모르고 지나칠 수 있는 24절기, 알뜰살뜰 다 챙겨가기 위해 만들어진 만년 달력&놀이 카드",833500,166,500000,23
102,미래형 실험도시 건설 보드게임 '이노리즈: ENOREZ',보드게임 · TRPG,제로원(ZER01NE) 퓨처클럽 '보드나잇'의 보드게임 제작 프로젝트,5689000,162,500000,95
103,해체주의 호러 큐티 펑크 시집 <무서운 집>,출판,해체주의 큐티 펑크 시집 <무서운 집>!.. 그리고 귀요미 아크릴 키링 굿즈...!,1477000,152,500000,81
104,"귀여운 ""벚꽃소녀""의 2021 탁상달력",디자인 문구,알록달록 귀여운 벚꽃소녀의 일러스트를 담은 2021년 탁상달력입니다.,454000,151,500000,20
105,나만 강아지 없어! 2021 멍멍 패브릭 캘린더 분양중,디자인 문구,워싱 된 면 원단에 12마리의 강아지를 랄라비만의 일러스트로 그려 넣은 패브릭 캘린더입니다,1417000,141,500000,34
106,갓 발효된 반죽 캐릭터 땡글이 데려가주세요!!,캐릭터 · 굿즈,반죽 캐릭터 땡글이를 실제로 만나보실 수 있습니다! 양 귀가 말랑말랑해요,2502000,125,500000,65
107,"포근하고 돋보이는 겨울 룩, 귀여운 유니크 양털자켓",의류,겨울에 사랑받는 양털자켓을 컬러에 포커스를 맞춰 배색으로 포인트를 주어 담아냈습니다.,1736000,115,500000,26
108,"평범해서 특별한, 보통의 파주 청년들의 <보통의 내일들>",출판,내가 사는 파주에서 또래들은 어떻게 살아가는지 궁금해서 시작한 '기록' 프로젝트입니다.,2160000,108,500000,75
109,어린 시절 기억 속으로 떠나는 심리여행_초기기억 강점 찾기,출판,초기기억 속에 숨은 강점을 찾아 자신을 깊이 이해하고 삶을 업그레이드해보세요_아들러상담학회,3197500,106,500000,22
110,처음 만나는 더 쉽고 편해진 생리디스크 <Poicup>,홈 · 리빙,"자궁경부를 감싸안아 더 부드러운 착용감을 제공하는 국내최초 생리디스크,포이컵을 소개합니다!",200684000,2006,500000,5883
111,"잃어버린 상상력을 찾아, <코끼리를 삼킨 보아뱀 은반지>",주얼리,"소설 <어린왕자>속 '코끼리를 삼킨 보아뱀'을 모티브로, 상상력에 대한 이야기를 담았습니다",60177900,12035,500000,1403
112,"쉽게 쓰는 소설, 지금 써봐요! TRY TO WRITE!",출판,나만의 소설을 쉽게 쓸 수 있는 글쓰기키트,20808500,4161,500000,1149
113,명탐정코난-Hello Mr.My Yesterday 앨범발매,영화 · 비디오,유투브 조회수 2천 7백만! 명탐정 코난 10기 Hello Mr. My Yesterday,65955000,188,500000,1175
114,"Flower Shower, 꽃물에 샤워하고 나온듯한 살냄새",향수 · 뷰티,리즐링 와인향이 부드럽게 감싸는 프루티 플로럴한 비누향 그리고 향수병 뱃지,17729000,1772,500000,466
115,우리나라 역사 속에 살아 있는 <신령한 동식물 이야기>,출판,"우리나라 역사 속 신령한 동물, 식물의 이야기를 한 권에 담았습니다.",23966000,479,500000,953
116,아이패드 활용성을 높여주는 '올인원 디지털 노트 101',디자인 문구,101개 양식으로 더 다양하게! 원하는 속지를 골라 조합해 나에게 딱 맞는 노트를 만들어요,14549500,2424,500000,642
117,지구환경보고서 <석탄아틀라스>한국어판 출간,출판,하인리히뵐재단과 환경단체분트 지구환경보고서<ATLAS>시리즈1권<석탄아틀라스>한국어판 출간,3790000,252,500000,152
118,"도깨비와 요괴, 신화에 관한 이야기 <동양 환상전>",출판,"우리의 도깨비에서부터 일본 중국 , 불교등에 등장하는 각종 요괴와 신화속 신들을 소개합니다",22231000,370,500000,833
119,"웹툰, 일러스트를 위한 100종류의 다양한 가문 조합들",웹툰 리소스,"웹툰, 일러스트에 도움이 되는 가문, 문장을 만들 수 있는 조합(100)들을 준비중입니다.",6294000,1258,500000,235
120,'비비안 마이어' 포토 포스터 북,출판,국내에서 접하기 힘든 비비안 마이어의 작품을 소장할 수 있는 유일한 기회,9469300,473,500000,337
121,2022년을 물고 온 호롱이,디자인 문구,2022년 새해를 준비하며 호랑이와 한국을 담은 일러스트들로 만든 상품들 입니다,4643300,580,500000,142
122,익명으로 고민을 보내면 손편지 답장이 오는 동화같은 이야기,출판,익명으로 전달한 고민편지와 익명으로 도착한 손편지 답장 모음집 '온기우편함' 출간 프로젝트,27463000,2746,500000,1445
123,11회 광주여성영화제 ZERO,영화 · 비디오,단편경선을 처음으로 도입하며 내일을 위해 나아가는 광주여성영화제의 걸음에 함께해주세요!,6086500,152,500000,199
124,킹스우드: 론델 시스템의 치열한 수 싸움 게임!,보드게임 · TRPG,"론델시스템, 일꾼놓기, 자원관리의 완벽한 조화의 숨막히는 수 싸움게임! 리플레이도 만점!",11195000,223,500000,213
125,티 전문가 '큐앤리브즈' 세젤맛 밀크티 4탄! TEA시럽,푸드,밀크티 숨은 맛집! 인기 카페의 비밀 레시피! 그 비결은 바로 큐앤리브즈 밀크티 티시럽!,10214000,2042,500000,307
126,[박스학 개론] 실무에서 바로 사용하는 박스 가이드,출판,"박스를 만들어야 하는 디자이너, 창작자 분들에게 도움이 되는 프로젝트를 기획했습니다.",21116500,703,500000,366
127,"전설 속 다섯인어가 보내온 편지와, 천연원석 쥬얼리",주얼리,"다섯인어가 전해주는 천연원석 목걸이와 귀걸이, 그리고 동화처럼 펼쳐지는 편지 속 이야기.",12972000,1297,500000,197
128,"선을 넘는 영화제, GUJIFF 상영회 <점, 선, 면>",영화 · 비디오,"가깝고도 낯선 세 가지의 선, 그 경계를 허물고자 하는 청년들의 영화제",2251256,173,500000,123
129,소중한기억이 아스라이 찾아올때 <까만별이 찾아온날>,출판,빛이 없이 태어난 아기별의 빛을 찾는 여정을 그린이야기,3955000,158,500000,171
130,한글 타이포그래피 구독 서비스 홈페이지 제작,디자인,한글 활자를 디자인하고 공부하며 썼던 글을 제공하는 구독 서비스를 시작합니다.,9137000,304,500000,126
131,커스텀 가능한 2.5D 액션 이펙트 & 일상 파티클,웹툰 리소스,클립 스튜디오용 웹툰 소스 모음. 작풍에 맞는 자작 텍스쳐로 교체해 활용도 가능합니다.,6696000,669,500000,273
132,"상실에 관한 환상SF 단편집 <여섯 번째, 꿈의 감각>",출판,"우주를 관장하는 절대신부터 작디작은 우주먼지까지, 누구도 피해갈 수 없는 상실에 대하여.",1486000,297,500000,104
133,"내 방 안의 희귀식물 포스터, 엽서북, 키링 <그리너리룸>",디자인,"희귀 관엽 식물인 안스리움을 주제로 디자인한 포스터, 엽서북, 키링입니다.",3361000,168,500000,97
134,12팀의 크리에이터와 함께한 2022 릴레이 달력 챌린지,디자인 문구,즐거움을 전하는 크리에이터 12팀의 화보가 담긴 포토캘린더,4071000,626,500000,224
135,[Tlab] 컨템포러리 타입페이스 한글 Inline,디자인,각자의 개성이 담긴 인라인 스타일 서체를 제작한 세 디자이너의 프로젝트. ,17891000,397,500000,152
136,보석의 공간을 디자인 하다 [쇼룸 펜던트],주얼리,"열고 닫으며 커스텀이 가능한, 유리에 달라붙는 점착식 보석 로켓 목걸이",32035000,320,500000,124
137,노브라로 나가도 모를걸! <해방잠옷>,의류,노브라로 누리는 온전한 자유. 노브라 <해방잠옷>으로 편안히-,5886000,588,500000,79
138,하찮은 찹쌀 도-나쓰 도우도우 노트북 파우치,캐릭터 · 굿즈,여러분들의 소중한 노트북과 아이패드를 안전하게 지켜줄 도우도우 노트북 파우치입니다.,4023000,134,500000,112
139,"한지로 만든, 친환경 소재 하운지 가죽을 가방에 담다",잡화,하운지 가죽으로 만든 가방,6142000,1228,500000,77
140,"[디지털 다이어리] 즐거운 기록 놀이, 꼴라주 2021",디자인 문구,2021년에는 기록하는 재미에 푹 빠져 보세요. 당신의 한 해가 더욱 다채로워질 거예요!,511577,102,500000,48
141,홍익대학교 산업디자인 졸업전시<design without>,예술,홍익대학교 산업디자인학과 2020 졸업전시<design without>의 MD를 소개합니다,1263500,126,500000,27
142,"""어서오세요, 문브릿지 꿈상점입니다."" <드림캐쳐>",출판,꿈의 세계 솜니아에 입성한 루시와 꿈의 신 모피어스가 펼치는 아동청소년용 판타지 소설,2670000,534,500000,95
143,"""지금,도쿄"" : 일본감성 꾹꾹담은 엽서키트",디자인 문구,도쿄 유학생활 시절의 사진들로 만든 엽서키트. ,1539677,256,500000,68
144,두려운 영혼을 위한 그림책 <세상에서 가장 안전한 집>,출판,막연한 두려움에서 벗어나는 한 소녀의 여행기,5681000,142,500000,177
145,동물들의 열두달을 담은 [2022 A.T.M 캘린더],디자인 문구,"열두달을 지나는 동물들, 그들의 어떤 순간을 담은 '2022 A.T.M 캘린더'입니다.",1338000,267,500000,53
146,"책봄의 환경,동물,사람 - 도서 구독서비스 <문 앞의 봄>",예술,"매달 환경, 동물, 사람에 관한 도서 중 1권을 엄선하여 문 앞으로 배송해 드립니다.",2261000,226,500000,39
147,미래세대에게 대한민국 축구의 가치를 전달해요!,예술,"[전시,교육,체험] 아티스트, 수집가들과 함께 미래세대에게 대한민국 축구의 가치를 전해요!",6552000,655,500000,15
148,향과 마음치유의 조화 : 감정조절이 어려운 당신에게,홈 · 리빙,'아로마 테라피'와 '심리치유 기법'을 통한 현대인들의 '마음치유 도구',3541800,236,500000,62
149,"언택트 시대, 멀어진 사이 건네보는 <사이다>",웹툰 · 만화,포스트코로나 사회를 살아가며 각자의 시선으로 만화를 그리는 독립출판 프로젝트,3598000,102,500000,81
150,"산타를 기다리는 어른들의 설렘, 크리스마스 테라리움 키트",홈 · 리빙,"나만의 반려식물을 위해 직접 만드는 테라리움, 녹색식물의 생명력으로 맞이하는 작은 행복",3514100,351,500000,64
151,"보이스 아이돌 프로젝트 : 아이-유니버스 ""에버샤인""",음악,"보이스 아이돌 프로젝트 : 아이-유니버스 ""에버샤인""의 굿즈, 앨범패키지 제작을 위한 펀딩",7988000,145,500000,70
152,산책을 씨앗처럼 심고 가꾸는 그림에세이 <함께 쓰는 산책>,출판,"저마다의 속도로 걷고 기록하며, 건강히 자라나는 마음들을 책과 함께 간직해보세요.",1921000,128,500000,58
153,더 깊은 사랑 [The love rose Ring],잡화,여러분의 사랑의 색을 단언하진 못하지만 분명 다채로울 것입니다. ,3012000,602,500000,48
154,우울전시 - 쇼미더드로잉 X 이모르 개인전,예술,"크리에이터 이모르, 그리고 자신의 우울을 용기있게 드러낸 사람들의 이야기",4720000,314,500000,100
155,"삶이 불안한 당신에게 권하는 소설, <불안을 담은 캐리어>",출판,불안에서 벗어나기 위해 일상을 떠났지만 불안과 마주하게 되는 희정의 이야기를 들려드립니다.,1282000,128,500000,50
156,"업사이클링, 세상에 하나 뿐인 <텐트 파우치>",잡화,철학적인 메시지를 던지는 브랜드 <두아노미>와 텐트를 업사이클링한 브랜드 <투스>의 콜라보,1320500,220,500000,42
157,지난 여행을 기억하는 저마다의 방법들.,잡화,"사진, 그림, 영수증, 티켓, 일기… 우리가 여행의 기억을 기록하는 방법들.",2714000,301,500000,71
158,당신의 세상이 꽃이 되는 따뜻한 일러스트북 <너는 꽃>,출판,"나와 고양이, 우리의 작은 세상이 꽃으로 가득차게 되는 쪼야 작가의 행복한 일러스트북",1538000,256,500000,51
159,데드버튼즈의 앨범 [1] CD와 티셔츠 제작,음악,Deadbuttons (데드버튼즈)의 앨범 [1]이 CD로 제작됩니다!,3458000,138,500000,92
160,"당신의 시작은 언제인가요? 시작의 달, 눈썹달 주얼리",주얼리,시작을 의미하는 초승달은 당신의 처음이었던 그 시작의 순간을 기억합니다.,3111000,622,500000,52
161,중생대 생물을 담은 트럼프카드,보드게임 · TRPG,중생대 생물 이미지를 담은 카드를 만들었습니다.,3931500,393,500000,60
162,러시아 문학 여행 에세이 <로쟈와 지바고의 길 위에서>,출판,"언택트 시대, <죄와 벌>과 <닥터 지바고>의 주인공들을 따라 러시아 여행을 떠나볼까요?",1699500,141,500000,56
163,"세상 모든 시를 읽는다, '시zip' 기획 어떠신가요?",출판,시는 어디에서 오는 것일까. 세상의 모든 시를 한 곳에서 모아 볼 수 있는 혁신 프로젝트.,5132000,102,500000,32
164,받는 사람이 깜짝 놀라는 선물 [ 3D-Art 입체액자 ],홈 · 리빙,돌선물. 백일선물. 생일선물. 개인별 주문 제작. 3D-Art 입체액자.,2579800,515,500000,16
165,"오늘, 엽서북",사진,그동안의 오늘이었던 날들을 간직한 엽서북입니다.,1114500,222,500000,45
166,"친환경 디자인을 마시다, 블루범브루의 콜드브루와 바닐라시럽",푸드,인증된 깔끔한 콜드브루와 진한 바닐라시럽에 유니크한 디자인과 친환경 패키지를 더한 완성품,881000,176,500000,28
167,나의 365일 달력 2021,디자인 문구,"나의 1년, 365일을 한 눈에 볼 수 있는 포스터형 2021 달력입니다.",550000,110,500000,28
168,일곱살 멈머 포카와 두살배기 마꼬의 귀염뽀짝 무빙웹툰,영화 · 비디오,반려견과 아기의 일상을 짧은 무빙웹툰으로 제작해 상영하는 프로젝트입니다.,1808000,180,500000,44
169,맞춤전용 중세.로판 엑스트라,웹툰 리소스,활용도 높은 맞춤전용 중세/로맨스판타지 엑스트라입니다. (웹툰마감전용 브러쉬),2149000,107,500000,47
170,세상에는 아직도 여성 영화가 더 필요하다. 영화<사각지대>,영화 · 비디오,"세상에 필요한 여성영화, <사각지대> 입니다.",7031000,351,500000,100
171,공허함에 대한 아트북 <Lost things>,출판,마음 한가운데 이유모를 허전함을 느끼는 어른들을 위한 그림책,2189500,218,500000,54
172,"버려진 페트병, 공간에 아름다움을 채우다 <패브릭 포스터>",디자인,페트병을 업사이클링한 원단을 이용해 공간의 아름다움을 더하는 패브릭 포스터를 제작했습니다.,712000,142,500000,43
173,고전 게임의 재미를 계승한 모바일 게임 “퍼스트클로버”,디지털 게임,도트캐릭터들이 자동전투를 즐기는 SRPG 전략모바일 게임입니다.,5791000,115,500000,99
174,"내 취향 와인을 찾기 위해, '와인 테이스팅 다이어리'",디자인 문구,"나의 취향의 와인을 찾기 위한 여정, 와인 기록장 'The Glass of Wine'",628000,104,500000,31
175,<코끼리 프로젝트> 제 29회 홍익대 판화과 졸업전시,예술,홍익대 판화과 26명의 피땀눈물이 섞인 졸업작품 도록과 굿즈가 준비되어있습니다!,599000,199,500000,21
176,꽃다 : 귀에 꽂는 꽃 한송이 0.3CT과 천연 보석,주얼리,"귀에 꽂는 행복한 꽃 한송이 0.3CT과 천연 토파즈, 오팔 꽃 귀걸이와 이어커프 입니다",1723100,172,500000,20
177,내 지갑 속 전시회 <명화 카드 스킨>,잡화,지갑과 어울리지 않는 여러장의 카드를 하나의 디자인으로!,586200,117,500000,38
178,Solitude by Wind&Wave 악보집,출판,윈드앤웨이브의 고독을 노래하는 앨범 <Solitude> 악보집을 소개합니다.,1095000,109,500000,18
179,"환경보호프로젝트 ""아임쏘리""",캐릭터 · 굿즈,기후환경박사와 환.알.못이 함께 환경보호 캠페인을 벌여봅니다!,537000,107,500000,26
180,"즙택청약, 무이자 대추즙으로 내즙마련 하세요!",푸드,"이번 생에 내집마련, 가능할까요? 무이자 대추즙으로 내즙마련해보세요! 지금 바로 즙택청약!",5305277,106,500000,90
181,엉킴이 적어 반려견과 함께 쓰기 좋은 <친환경 유니밴드>,반려동물,"사탕수수 패키지로 간편하게 휴대하고 손목에 착용하여 더욱 오래쓰는 새로운 고무줄, 유니밴드",750600,150,500000,40
182,컬러로 널 위로할게_ 리버시블 프린트백 RE:bag,잡화,"REST, RELAX and REBOOT // 지치고 힘들었을 당신을 컬러로 위로할게요.",1864900,124,500000,28
183,색깔이 변하는 이니셜 자수인형 '아끼',캐릭터 · 굿즈,"세상 하나뿐인 애착인형을 만듭니다.
인형이니셜자수서비스+ 색이변하는특별한심장",2167000,108,500000,29
184,누구도 받고 싶지 않은 선물,영화 · 비디오,누구도 원하지 않은 선물인 치매에 대한 이야기를 풀어나가는 영화입니다.,2945000,226,500000,59
